"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"7311","1.0","0","4","0","4.00","-","-","v South Africa","Leeds","24 May 2017","ODI # 3872","Joe Root",303669
"7312","3.0","0","18","0","6.00","-","-","v South Africa","Southampton","27 May 2017","ODI # 3873","Joe Root",303669
"7313","-","-","-","-","-","-","-","v South Africa","Lord's","29 May 2017","ODI # 3874","Joe Root",303669
"7314","3.0","0","18","0","6.00","-","-","v Bangladesh","The Oval","1 Jun 2017","ODI # 3875","Joe Root",303669
"7315","-","-","-","-","-","-","-","v New Zealand","Cardiff","6 Jun 2017","ODI # 3880","Joe Root",303669
"7316","-","-","-","-","-","-","-","v Australia","Birmingham","10 Jun 2017","ODI # 3885","Joe Root",303669
"7317","-","-","-","-","-","-","-","v Pakistan","Cardiff","14 Jun 2017","ODI # 3889","Joe Root",303669
"7318","-","-","-","-","-","-","-","v West Indies","Manchester","19 Sep 2017","ODI # 3911","Joe Root",303669
"7319","-","-","-","-","-","-","-","v West Indies","Nottingham","21 Sep 2017","ODI # 3913","Joe Root",303669
"7320","-","-","-","-","-","-","-","v West Indies","Bristol","24 Sep 2017","ODI # 3915","Joe Root",303669
"7321","1.0","0","10","0","10.00","-","-","v West Indies","The Oval","27 Sep 2017","ODI # 3916","Joe Root",303669
"7322","-","-","-","-","-","-","-","v West Indies","Southampton","29 Sep 2017","ODI # 3918","Joe Root",303669
"7323","-","-","-","-","-","-","-","v Australia","Melbourne","14 Jan 2018","ODI # 3951","Joe Root",303669
"7324","7.0","0","31","2","4.42","15.50","21.0","v Australia","Brisbane","19 Jan 2018","ODI # 3958","Joe Root",303669
"7325","8.4","0","60","0","6.92","-","-","v Australia","Sydney","21 Jan 2018","ODI # 3960","Joe Root",303669
"7326","1.0","0","3","0","3.00","-","-","v Australia","Adelaide","26 Jan 2018","ODI # 3966","Joe Root",303669
"7327","-","-","-","-","-","-","-","v Australia","Perth","28 Jan 2018","ODI # 3968","Joe Root",303669
"7328","2.0","0","16","0","8.00","-","-","v New Zealand","Hamilton","25 Feb 2018","ODI # 3980","Joe Root",303669
"7329","-","-","-","-","-","-","-","v New Zealand","Mount Maunganui","28 Feb 2018","ODI # 3981","Joe Root",303669
"7330","1.0","0","7","0","7.00","-","-","v New Zealand","Wellington","3 Mar 2018","ODI # 3982","Joe Root",303669
"7331","-","-","-","-","-","-","-","v New Zealand","Dunedin","7 Mar 2018","ODI # 3989","Joe Root",303669
"7332","2.0","0","15","0","7.50","-","-","v New Zealand","Christchurch","10 Mar 2018","ODI # 3992","Joe Root",303669
"7333","-","-","-","-","-","-","-","v Scotland","Edinburgh","10 Jun 2018","ODI # 4008","Joe Root",303669
"7334","3.0","0","20","0","6.66","-","-","v Australia","The Oval","13 Jun 2018","ODI # 4009","Joe Root",303669
"7335","4.0","0","24","0","6.00","-","-","v Australia","Cardiff","16 Jun 2018","ODI # 4010","Joe Root",303669
"7336","2.0","0","19","0","9.50","-","-","v Australia","Nottingham","19 Jun 2018","ODI # 4011","Joe Root",303669
"7337","10.0","0","44","0","4.40","-","-","v Australia","Chester-le-Street","21 Jun 2018","ODI # 4012","Joe Root",303669
"7338","3.0","0","32","0","10.66","-","-","v Australia","Manchester","24 Jun 2018","ODI # 4013","Joe Root",303669
"7339","1.0","0","9","0","9.00","-","-","v India","Nottingham","12 Jul 2018","ODI # 4014","Joe Root",303669
"7340","-","-","-","-","-","-","-","v India","Lord's","14 Jul 2018","ODI # 4016","Joe Root",303669
"7341","-","-","-","-","-","-","-","v India","Leeds","17 Jul 2018","ODI # 4018","Joe Root",303669
"7342","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","10 Oct 2018","ODI # 4052","Joe Root",303669
"7343","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","13 Oct 2018","ODI # 4053","Joe Root",303669
"7344","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","17 Oct 2018","ODI # 4054","Joe Root",303669
"7345","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","20 Oct 2018","ODI # 4055","Joe Root",303669
"7346","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","23 Oct 2018","ODI # 4058","Joe Root",303669
"7347","-","-","-","-","-","-","-","v West Indies","Bridgetown","20 Feb 2019","ODI # 4096","Joe Root",303669
"7348","-","-","-","-","-","-","-","v West Indies","Bridgetown","22 Feb 2019","ODI # 4097","Joe Root",303669
"7349","-","-","-","-","-","-","-","v West Indies","St George's","25 Feb 2019","ODI # 4098","Joe Root",303669
"7350","-","-","-","-","-","-","-","v West Indies","St George's","27 Feb 2019","ODI # 4099","Joe Root",303669
"7351","-","-","-","-","-","-","-","v West Indies","Gros Islet","2 Mar 2019","ODI # 4103","Joe Root",303669
"7352","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","3 May 2019","ODI # 4127","Joe Root",303669
"7353","2.0","0","10","0","5.00","-","-","v Pakistan","The Oval","8 May 2019","ODI # 4130","Joe Root",303669
"7354","-","-","-","-","-","-","-","v Pakistan","Southampton","11 May 2019","ODI # 4133","Joe Root",303669
"7355","-","-","-","-","-","-","-","v Pakistan","Bristol","14 May 2019","ODI # 4135","Joe Root",303669
"7356","-","-","-","-","-","-","-","v Pakistan","Nottingham","17 May 2019","ODI # 4138","Joe Root",303669
"7357","4.0","0","16","1","4.00","16.00","24.0","v Ireland","Belfast","27 Aug 2009","ODI # 2878","Adil Rashid",244497
"7358","10.0","0","37","0","3.70","-","-","v Australia","The Oval","4 Sep 2009","ODI # 2882","Adil Rashid",244497
"7359","10.0","0","56","1","5.60","56.00","60.0","v Australia","Lord's","12 Sep 2009","ODI # 2888","Adil Rashid",244497
"7360","7.0","0","55","1","7.85","55.00","42.0","v Australia","Nottingham","15 Sep 2009","ODI # 2890","Adil Rashid",244497
"7361","3.0","0","27","0","9.00","-","-","v South Africa","Centurion","22 Nov 2009","ODI # 2929","Adil Rashid",244497
"7362","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","8 May 2015","ODI # 3650","Adil Rashid",244497
"7363","10.0","0","55","4","5.50","13.75","15.0","v New Zealand","Birmingham","9 Jun 2015","ODI # 3654","Adil Rashid",244497
"7364","10.0","0","72","0","7.20","-","-","v New Zealand","The Oval","12 Jun 2015","ODI # 3655","Adil Rashid",244497
"7365","10.0","0","72","1","7.20","72.00","60.0","v New Zealand","Southampton","14 Jun 2015","ODI # 3656","Adil Rashid",244497
"7366","8.0","0","75","1","9.37","75.00","48.0","v New Zealand","Nottingham","17 Jun 2015","ODI # 3657","Adil Rashid",244497
"7367","10.0","0","45","2","4.50","22.50","30.0","v New Zealand","Chester-le-Street","20 Jun 2015","ODI # 3659","Adil Rashid",244497
"7368","10.0","0","59","4","5.90","14.75","15.0","v Australia","Southampton","3 Sep 2015","ODI # 3680","Adil Rashid",244497
"7369","7.0","0","44","1","6.28","44.00","42.0","v Australia","Lord's","5 Sep 2015","ODI # 3681","Adil Rashid",244497
"7370","10.0","1","41","2","4.10","20.50","30.0","v Australia","Manchester","8 Sep 2015","ODI # 3682","Adil Rashid",244497
"7371","10.0","0","63","0","6.30","-","-","v Australia","Leeds","11 Sep 2015","ODI # 3683","Adil Rashid",244497
"7372","4.0","0","34","0","8.50","-","-","v Australia","Manchester","13 Sep 2015","ODI # 3684","Adil Rashid",244497
"7373","9.0","0","60","0","6.66","-","-","v Pakistan","Abu Dhabi","11 Nov 2015","ODI # 3707","Adil Rashid",244497
"7374","10.0","0","32","1","3.20","32.00","60.0","v Pakistan","Abu Dhabi","13 Nov 2015","ODI # 3708","Adil Rashid",244497
"7375","10.0","1","51","0","5.10","-","-","v Pakistan","Sharjah","17 Nov 2015","ODI # 3710","Adil Rashid",244497
"7376","10.0","0","78","3","7.80","26.00","20.0","v Pakistan","Dubai (DSC)","20 Nov 2015","ODI # 3712","Adil Rashid",244497
"7377","6.0","0","42","0","7.00","-","-","v South Africa","Bloemfontein","3 Feb 2016","ODI # 3732","Adil Rashid",244497
"7378","10.0","0","43","1","4.30","43.00","60.0","v South Africa","Port Elizabeth","6 Feb 2016","ODI # 3734","Adil Rashid",244497
"7379","10.0","0","45","1","4.50","45.00","60.0","v South Africa","Centurion","9 Feb 2016","ODI # 3736","Adil Rashid",244497
"7380","5.2","0","38","2","7.12","19.00","16.0","v South Africa","Johannesburg","12 Feb 2016","ODI # 3737","Adil Rashid",244497
"7381","10.0","0","59","1","5.90","59.00","60.0","v South Africa","Cape Town","14 Feb 2016","ODI # 3738","Adil Rashid",244497
"7382","10.0","0","36","0","3.60","-","-","v Sri Lanka","Nottingham","21 Jun 2016","ODI # 3751","Adil Rashid",244497
"7383","10.0","0","34","2","3.40","17.00","30.0","v Sri Lanka","Birmingham","24 Jun 2016","ODI # 3753","Adil Rashid",244497
"7384","10.0","0","60","0","6.00","-","-","v Sri Lanka","Bristol","26 Jun 2016","ODI # 3755","Adil Rashid",244497
"7385","9.0","0","57","2","6.33","28.50","27.0","v Sri Lanka","The Oval","29 Jun 2016","ODI # 3757","Adil Rashid",244497
"7386","10.0","0","41","2","4.10","20.50","30.0","v Sri Lanka","Cardiff","2 Jul 2016","ODI # 3758","Adil Rashid",244497
"7387","9.0","0","51","2","5.66","25.50","27.0","v Pakistan","Southampton","24 Aug 2016","ODI # 3770","Adil Rashid",244497
"7388","10.0","0","51","1","5.10","51.00","60.0","v Pakistan","Lord's","27 Aug 2016","ODI # 3771","Adil Rashid",244497
"7389","10.0","0","73","2","7.30","36.50","30.0","v Pakistan","Nottingham","30 Aug 2016","ODI # 3773","Adil Rashid",244497
"7390","10.0","0","47","3","4.70","15.66","20.0","v Pakistan","Leeds","1 Sep 2016","ODI # 3775","Adil Rashid",244497
"7391","9.0","0","49","4","5.44","12.25","13.5","v Bangladesh","Dhaka","7 Oct 2016","ODI # 3791","Adil Rashid",244497
"7392","10.0","0","53","2","5.30","26.50","30.0","v Bangladesh","Dhaka","9 Oct 2016","ODI # 3793","Adil Rashid",244497
"7393","10.0","0","43","4","4.30","10.75","15.0","v Bangladesh","Chattogram","12 Oct 2016","ODI # 3794","Adil Rashid",244497
"7394","5.0","0","50","0","10.00","-","-","v India","Pune","15 Jan 2017","ODI # 3819","Adil Rashid",244497
"7395","9.0","1","43","1","4.77","43.00","54.0","v West Indies","North Sound","3 Mar 2017","ODI # 3845","Adil Rashid",244497
"7396","9.0","0","53","2","5.88","26.50","27.0","v West Indies","North Sound","5 Mar 2017","ODI # 3848","Adil Rashid",244497
"7397","1.2","0","5","1","3.75","5.00","8.0","v West Indies","Bridgetown","9 Mar 2017","ODI # 3849","Adil Rashid",244497
"7398","8.0","0","27","5","3.37","5.40","9.6","v Ireland","Bristol","5 May 2017","ODI # 3864","Adil Rashid",244497
"7399","10.0","0","68","1","6.80","68.00","60.0","v Ireland","Lord's","7 May 2017","ODI # 3865","Adil Rashid",244497
"7400","10.0","0","69","2","6.90","34.50","30.0","v South Africa","Leeds","24 May 2017","ODI # 3872","Adil Rashid",244497
"7401","6.0","0","41","0","6.83","-","-","v South Africa","Southampton","27 May 2017","ODI # 3873","Adil Rashid",244497
"7402","-","-","-","-","-","-","-","v South Africa","Lord's","29 May 2017","ODI # 3874","Adil Rashid",244497
"7403","10.0","0","47","2","4.70","23.50","30.0","v New Zealand","Cardiff","6 Jun 2017","ODI # 3880","Adil Rashid",244497
"7404","10.0","1","41","4","4.10","10.25","15.0","v Australia","Birmingham","10 Jun 2017","ODI # 3885","Adil Rashid",244497
"7405","10.0","0","54","1","5.40","54.00","60.0","v Pakistan","Cardiff","14 Jun 2017","ODI # 3889","Adil Rashid",244497
"7406","9.0","0","31","2","3.44","15.50","27.0","v West Indies","Manchester","19 Sep 2017","ODI # 3911","Adil Rashid",244497
"7407","-","-","-","-","-","-","-","v West Indies","Nottingham","21 Sep 2017","ODI # 3913","Adil Rashid",244497
"7408","6.0","0","34","3","5.66","11.33","12.0","v West Indies","Bristol","24 Sep 2017","ODI # 3915","Adil Rashid",244497
"7409","10.0","0","67","1","6.70","67.00","60.0","v West Indies","The Oval","27 Sep 2017","ODI # 3916","Adil Rashid",244497
"7410","10.0","1","42","1","4.20","42.00","60.0","v West Indies","Southampton","29 Sep 2017","ODI # 3918","Adil Rashid",244497
"7411","10.0","0","73","2","7.30","36.50","30.0","v Australia","Melbourne","14 Jan 2018","ODI # 3951","Adil Rashid",244497
"7412","10.0","0","71","2","7.10","35.50","30.0","v Australia","Brisbane","19 Jan 2018","ODI # 3958","Adil Rashid",244497
"7413","10.0","0","51","2","5.10","25.50","30.0","v Australia","Sydney","21 Jan 2018","ODI # 3960","Adil Rashid",244497
"7414","10.0","0","49","3","4.90","16.33","20.0","v Australia","Adelaide","26 Jan 2018","ODI # 3966","Adil Rashid",244497
"7415","10.0","0","55","1","5.50","55.00","60.0","v Australia","Perth","28 Jan 2018","ODI # 3968","Adil Rashid",244497
"7416","10.0","0","55","1","5.50","55.00","60.0","v New Zealand","Hamilton","25 Feb 2018","ODI # 3980","Adil Rashid",244497
"7417","10.0","0","32","0","3.20","-","-","v New Zealand","Mount Maunganui","28 Feb 2018","ODI # 3981","Adil Rashid",244497
"7418","10.0","1","34","2","3.40","17.00","30.0","v New Zealand","Wellington","3 Mar 2018","ODI # 3982","Adil Rashid",244497
"7419","10.0","0","74","0","7.40","-","-","v New Zealand","Dunedin","7 Mar 2018","ODI # 3989","Adil Rashid",244497
"7420","10.0","0","42","3","4.20","14.00","20.0","v New Zealand","Christchurch","10 Mar 2018","ODI # 3992","Adil Rashid",244497
"7421","10.0","0","72","2","7.20","36.00","30.0","v Scotland","Edinburgh","10 Jun 2018","ODI # 4008","Adil Rashid",244497
"7422","10.0","0","36","2","3.60","18.00","30.0","v Australia","The Oval","13 Jun 2018","ODI # 4009","Adil Rashid",244497
"7423","8.0","0","70","3","8.75","23.33","16.0","v Australia","Cardiff","16 Jun 2018","ODI # 4010","Adil Rashid",244497
"7424","10.0","0","47","4","4.70","11.75","15.0","v Australia","Nottingham","19 Jun 2018","ODI # 4011","Adil Rashid",244497
"7425","10.0","0","73","2","7.30","36.50","30.0","v Australia","Chester-le-Street","21 Jun 2018","ODI # 4012","Adil Rashid",244497
"7426","8.0","0","32","1","4.00","32.00","48.0","v Australia","Manchester","24 Jun 2018","ODI # 4013","Adil Rashid",244497
"7427","10.0","0","62","1","6.20","62.00","60.0","v India","Nottingham","12 Jul 2018","ODI # 4014","Adil Rashid",244497
"7428","10.0","0","38","2","3.80","19.00","30.0","v India","Lord's","14 Jul 2018","ODI # 4016","Adil Rashid",244497
"7429","10.0","0","49","3","4.90","16.33","20.0","v India","Leeds","17 Jul 2018","ODI # 4018","Adil Rashid",244497
"7430","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","10 Oct 2018","ODI # 4052","Adil Rashid",244497
"7431","2.0","0","15","0","7.50","-","-","v Sri Lanka","Dambulla","13 Oct 2018","ODI # 4053","Adil Rashid",244497
"7432","5.0","0","36","4","7.20","9.00","7.5","v Sri Lanka","Pallekele","17 Oct 2018","ODI # 4054","Adil Rashid",244497
"7433","10.0","0","36","1","3.60","36.00","60.0","v Sri Lanka","Pallekele","20 Oct 2018","ODI # 4055","Adil Rashid",244497
"7434","10.0","0","52","1","5.20","52.00","60.0","v Sri Lanka","Colombo (RPS)","23 Oct 2018","ODI # 4058","Adil Rashid",244497
"7435","9.0","0","74","3","8.22","24.66","18.0","v West Indies","Bridgetown","20 Feb 2019","ODI # 4096","Adil Rashid",244497
"7436","6.0","0","28","1","4.66","28.00","36.0","v West Indies","Bridgetown","22 Feb 2019","ODI # 4097","Adil Rashid",244497
"7437","-","-","-","-","-","-","-","v West Indies","St George's","25 Feb 2019","ODI # 4098","Adil Rashid",244497
"7438","10.0","0","85","5","8.50","17.00","12.0","v West Indies","St George's","27 Feb 2019","ODI # 4099","Adil Rashid",244497
"7439","-","-","-","-","-","-","-","v West Indies","Gros Islet","2 Mar 2019","ODI # 4103","Adil Rashid",244497
"7440","9.0","0","27","1","3.00","27.00","54.0","v Ireland","Dublin (Malahide)","3 May 2019","ODI # 4127","Adil Rashid",244497
"7441","1.0","0","3","0","3.00","-","-","v Pakistan","The Oval","8 May 2019","ODI # 4130","Adil Rashid",244497
"7442","10.0","0","81","1","8.10","81.00","60.0","v Pakistan","Southampton","11 May 2019","ODI # 4133","Adil Rashid",244497
"7443","7.0","0","49","0","7.00","-","-","v Pakistan","Nottingham","17 May 2019","ODI # 4138","Adil Rashid",244497
"7444","9.0","0","51","3","5.66","17.00","18.0","v Pakistan","Lahore","10 Dec 2005","ODI # 2304","Liam Plunkett",19264
"7445","7.0","0","63","0","9.00","-","-","v Pakistan","Lahore","12 Dec 2005","ODI # 2305","Liam Plunkett",19264
"7446","7.0","0","61","2","8.71","30.50","21.0","v Pakistan","Karachi","15 Dec 2005","ODI # 2306","Liam Plunkett",19264
"7447","9.0","0","45","2","5.00","22.50","27.0","v Pakistan","Rawalpindi","19 Dec 2005","ODI # 2307","Liam Plunkett",19264
"7448","8.0","0","45","0","5.62","-","-","v Pakistan","Rawalpindi","21 Dec 2005","ODI # 2308","Liam Plunkett",19264
"7449","8.0","2","42","2","5.25","21.00","24.0","v India","Delhi","28 Mar 2006","ODI # 2357","Liam Plunkett",19264
"7450","9.0","3","29","1","3.22","29.00","54.0","v India","Faridabad","31 Mar 2006","ODI # 2358","Liam Plunkett",19264
"7451","6.0","0","39","1","6.50","39.00","36.0","v India","Margao","3 Apr 2006","ODI # 2359","Liam Plunkett",19264
"7452","5.0","0","22","2","4.40","11.00","15.0","v India","Jamshedpur","12 Apr 2006","ODI # 2361","Liam Plunkett",19264
"7453","10.0","0","40","0","4.00","-","-","v India","Indore","15 Apr 2006","ODI # 2362","Liam Plunkett",19264
"7454","10.0","0","48","0","4.80","-","-","v Ireland","Belfast","13 Jun 2006","ODI # 2383","Liam Plunkett",19264
"7455","7.0","0","32","1","4.57","32.00","42.0","v Sri Lanka","Lord's","17 Jun 2006","ODI # 2384","Liam Plunkett",19264
"7456","8.0","0","58","0","7.25","-","-","v Sri Lanka","The Oval","20 Jun 2006","ODI # 2385","Liam Plunkett",19264
"7457","5.2","0","46","0","8.62","-","-","v Sri Lanka","Chester-le-Street","24 Jun 2006","ODI # 2386","Liam Plunkett",19264
"7458","9.0","0","60","2","6.66","30.00","27.0","v Sri Lanka","Manchester","28 Jun 2006","ODI # 2388","Liam Plunkett",19264
"7459","5.0","0","46","0","9.20","-","-","v Sri Lanka","Leeds","1 Jul 2006","ODI # 2389","Liam Plunkett",19264
"7460","5.0","0","39","0","7.80","-","-","v Australia","Adelaide","26 Jan 2007","ODI # 2486","Liam Plunkett",19264
"7461","9.0","0","54","3","6.00","18.00","18.0","v New Zealand","Perth","30 Jan 2007","ODI # 2490","Liam Plunkett",19264
"7462","9.5","1","24","3","2.44","8.00","19.6","v Australia","Sydney","2 Feb 2007","ODI # 2497","Liam Plunkett",19264
"7463","10.0","0","60","3","6.00","20.00","20.0","v New Zealand","Brisbane","6 Feb 2007","ODI # 2510","Liam Plunkett",19264
"7464","10.0","0","56","0","5.60","-","-","v Australia","Melbourne","9 Feb 2007","ODI # 2515","Liam Plunkett",19264
"7465","6.0","0","43","3","7.16","14.33","12.0","v Australia","Sydney","11 Feb 2007","ODI # 2519","Liam Plunkett",19264
"7466","7.0","0","43","1","6.14","43.00","42.0","v New Zealand","Gros Islet","16 Mar 2007","ODI # 2536","Liam Plunkett",19264
"7467","9.0","0","46","2","5.11","23.00","27.0","v Canada","Gros Islet","18 Mar 2007","ODI # 2541","Liam Plunkett",19264
"7468","7.0","0","71","1","10.14","71.00","42.0","v West Indies","Bridgetown","21 Apr 2007","ODI # 2578","Liam Plunkett",19264
"7469","10.0","1","38","2","3.80","19.00","30.0","v West Indies","Lord's","1 Jul 2007","ODI # 2594","Liam Plunkett",19264
"7470","10.0","0","59","3","5.90","19.66","20.0","v West Indies","Nottingham","7 Jul 2007","ODI # 2598","Liam Plunkett",19264
"7471","2.0","0","12","0","6.00","-","-","v Bangladesh","Chattogram","5 Mar 2010","ODI # 2968","Liam Plunkett",19264
"7472","10.0","0","49","2","4.90","24.50","30.0","v Australia","Perth","6 Feb 2011","ODI # 3098","Liam Plunkett",19264
"7473","5.0","0","37","0","7.40","-","-","v New Zealand","Birmingham","9 Jun 2015","ODI # 3654","Liam Plunkett",19264
"7474","9.0","0","71","1","7.88","71.00","54.0","v New Zealand","The Oval","12 Jun 2015","ODI # 3655","Liam Plunkett",19264
"7475","8.0","0","42","0","5.25","-","-","v Australia","Lord's","5 Sep 2015","ODI # 3681","Liam Plunkett",19264
"7476","10.0","0","60","3","6.00","20.00","20.0","v Australia","Manchester","8 Sep 2015","ODI # 3682","Liam Plunkett",19264
"7477","8.0","0","47","2","5.87","23.50","24.0","v Australia","Leeds","11 Sep 2015","ODI # 3683","Liam Plunkett",19264
"7478","10.0","0","67","2","6.70","33.50","30.0","v Sri Lanka","Nottingham","21 Jun 2016","ODI # 3751","Liam Plunkett",19264
"7479","10.0","0","49","2","4.90","24.50","30.0","v Sri Lanka","Birmingham","24 Jun 2016","ODI # 3753","Liam Plunkett",19264
"7480","10.0","0","46","3","4.60","15.33","20.0","v Sri Lanka","Bristol","26 Jun 2016","ODI # 3755","Liam Plunkett",19264
"7481","8.0","0","65","0","8.12","-","-","v Sri Lanka","The Oval","29 Jun 2016","ODI # 3757","Liam Plunkett",19264
"7482","8.0","0","44","3","5.50","14.66","16.0","v Sri Lanka","Cardiff","2 Jul 2016","ODI # 3758","Liam Plunkett",19264
"7483","10.0","0","52","1","5.20","52.00","60.0","v Pakistan","Southampton","24 Aug 2016","ODI # 3770","Liam Plunkett",19264
"7484","10.0","0","50","2","5.00","25.00","30.0","v Pakistan","Lord's","27 Aug 2016","ODI # 3771","Liam Plunkett",19264
"7485","6.0","0","30","1","5.00","30.00","36.0","v Pakistan","Nottingham","30 Aug 2016","ODI # 3773","Liam Plunkett",19264
"7486","9.0","0","61","1","6.77","61.00","54.0","v Pakistan","Leeds","1 Sep 2016","ODI # 3775","Liam Plunkett",19264
"7487","9.0","0","51","0","5.66","-","-","v Bangladesh","Chattogram","12 Oct 2016","ODI # 3794","Liam Plunkett",19264
"7488","10.0","1","91","2","9.10","45.50","30.0","v India","Cuttack","19 Jan 2017","ODI # 3821","Liam Plunkett",19264
"7489","10.0","0","65","1","6.50","65.00","60.0","v India","Kolkata","22 Jan 2017","ODI # 3824","Liam Plunkett",19264
"7490","8.2","1","40","4","4.80","10.00","12.5","v West Indies","North Sound","3 Mar 2017","ODI # 3845","Liam Plunkett",19264
"7491","7.5","1","32","3","4.08","10.66","15.6","v West Indies","North Sound","5 Mar 2017","ODI # 3848","Liam Plunkett",19264
"7492","8.0","2","27","3","3.37","9.00","16.0","v West Indies","Bridgetown","9 Mar 2017","ODI # 3849","Liam Plunkett",19264
"7493","3.0","0","14","0","4.66","-","-","v Ireland","Bristol","5 May 2017","ODI # 3864","Liam Plunkett",19264
"7494","8.0","0","23","3","2.87","7.66","16.0","v Ireland","Lord's","7 May 2017","ODI # 3865","Liam Plunkett",19264
"7495","9.0","0","42","1","4.66","42.00","54.0","v South Africa","Leeds","24 May 2017","ODI # 3872","Liam Plunkett",19264
"7496","10.0","0","64","3","6.40","21.33","20.0","v South Africa","Southampton","27 May 2017","ODI # 3873","Liam Plunkett",19264
"7497","10.0","0","59","4","5.90","14.75","15.0","v Bangladesh","The Oval","1 Jun 2017","ODI # 3875","Liam Plunkett",19264
"7498","9.3","0","55","4","5.78","13.75","14.2","v New Zealand","Cardiff","6 Jun 2017","ODI # 3880","Liam Plunkett",19264
"7499","8.0","0","49","0","6.12","-","-","v Australia","Birmingham","10 Jun 2017","ODI # 3885","Liam Plunkett",19264
"7500","6.0","0","33","0","5.50","-","-","v Pakistan","Cardiff","14 Jun 2017","ODI # 3889","Liam Plunkett",19264
"7501","8.0","0","42","0","5.25","-","-","v West Indies","Manchester","19 Sep 2017","ODI # 3911","Liam Plunkett",19264
"7502","-","-","-","-","-","-","-","v West Indies","Nottingham","21 Sep 2017","ODI # 3913","Liam Plunkett",19264
"7503","8.1","0","52","5","6.36","10.40","9.8","v West Indies","Bristol","24 Sep 2017","ODI # 3915","Liam Plunkett",19264
"7504","10.0","0","67","1","6.70","67.00","60.0","v West Indies","The Oval","27 Sep 2017","ODI # 3916","Liam Plunkett",19264
"7505","10.0","0","54","2","5.40","27.00","30.0","v West Indies","Southampton","29 Sep 2017","ODI # 3918","Liam Plunkett",19264
"7506","10.0","0","71","3","7.10","23.66","20.0","v Australia","Melbourne","14 Jan 2018","ODI # 3951","Liam Plunkett",19264
"7507","8.0","0","43","1","5.37","43.00","48.0","v Australia","Brisbane","19 Jan 2018","ODI # 3958","Liam Plunkett",19264
"7508","1.2","0","6","0","4.50","-","-","v Australia","Sydney","21 Jan 2018","ODI # 3960","Liam Plunkett",19264
"7509","10.0","0","85","2","8.50","42.50","30.0","v Scotland","Edinburgh","10 Jun 2018","ODI # 4008","Liam Plunkett",19264
"7510","8.0","0","42","3","5.25","14.00","16.0","v Australia","The Oval","13 Jun 2018","ODI # 4009","Liam Plunkett",19264
"7511","9.1","1","53","4","5.78","13.25","13.7","v Australia","Cardiff","16 Jun 2018","ODI # 4010","Liam Plunkett",19264
"7512","6.0","0","41","0","6.83","-","-","v Australia","Nottingham","19 Jun 2018","ODI # 4011","Liam Plunkett",19264
"7513","4.0","0","19","1","4.75","19.00","24.0","v Australia","Manchester","24 Jun 2018","ODI # 4013","Liam Plunkett",19264
"7514","6.0","0","31","0","5.16","-","-","v India","Nottingham","12 Jul 2018","ODI # 4014","Liam Plunkett",19264
"7515","10.0","1","46","4","4.60","11.50","15.0","v India","Lord's","14 Jul 2018","ODI # 4016","Liam Plunkett",19264
"7516","5.0","0","41","0","8.20","-","-","v India","Leeds","17 Jul 2018","ODI # 4018","Liam Plunkett",19264
"7517","5.0","0","44","1","8.80","44.00","30.0","v Sri Lanka","Colombo (RPS)","23 Oct 2018","ODI # 4058","Liam Plunkett",19264
"7518","6.0","0","54","0","9.00","-","-","v West Indies","Bridgetown","20 Feb 2019","ODI # 4096","Liam Plunkett",19264
"7519","7.0","0","39","1","5.57","39.00","42.0","v West Indies","Bridgetown","22 Feb 2019","ODI # 4097","Liam Plunkett",19264
"7520","-","-","-","-","-","-","-","v West Indies","St George's","25 Feb 2019","ODI # 4098","Liam Plunkett",19264
"7521","8.0","0","40","0","5.00","-","-","v West Indies","St George's","27 Feb 2019","ODI # 4099","Liam Plunkett",19264
"7522","7.0","0","35","4","5.00","8.75","10.5","v Ireland","Dublin (Malahide)","3 May 2019","ODI # 4127","Liam Plunkett",19264
"7523","4.0","0","27","1","6.75","27.00","24.0","v Pakistan","The Oval","8 May 2019","ODI # 4130","Liam Plunkett",19264
"7524","9.0","0","64","2","7.11","32.00","27.0","v Pakistan","Southampton","11 May 2019","ODI # 4133","Liam Plunkett",19264
"7525","9.0","0","55","1","6.11","55.00","54.0","v Pakistan","Bristol","14 May 2019","ODI # 4135","Liam Plunkett",19264
"7526","-","-","-","-","-","-","-","v India","Cardiff","27 Aug 2014","ODI # 3517","Alex Hales",249866
"7527","-","-","-","-","-","-","-","v India","Nottingham","30 Aug 2014","ODI # 3520","Alex Hales",249866
"7528","-","-","-","-","-","-","-","v India","Birmingham","2 Sep 2014","ODI # 3523","Alex Hales",249866
"7529","-","-","-","-","-","-","-","v India","Leeds","5 Sep 2014","ODI # 3525","Alex Hales",249866
"7530","-","-","-","-","-","-","-","v Sri Lanka","Hambantota","3 Dec 2014","ODI # 3561","Alex Hales",249866
