"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"6235","-","-","-","-","-","-","-","v South Africa","Indore","14 Oct 2015","ODI # 3692","MS Dhoni ",28081
"6236","-","-","-","-","-","-","-","v South Africa","Rajkot","18 Oct 2015","ODI # 3695","MS Dhoni ",28081
"6237","-","-","-","-","-","-","-","v South Africa","Chennai","22 Oct 2015","ODI # 3698","MS Dhoni ",28081
"6238","-","-","-","-","-","-","-","v South Africa","Mumbai","25 Oct 2015","ODI # 3700","MS Dhoni ",28081
"6239","-","-","-","-","-","-","-","v Australia","Perth","12 Jan 2016","ODI # 3723","MS Dhoni ",28081
"6240","-","-","-","-","-","-","-","v Australia","Brisbane","15 Jan 2016","ODI # 3724","MS Dhoni ",28081
"6241","-","-","-","-","-","-","-","v Australia","Melbourne","17 Jan 2016","ODI # 3725","MS Dhoni ",28081
"6242","-","-","-","-","-","-","-","v Australia","Canberra","20 Jan 2016","ODI # 3726","MS Dhoni ",28081
"6243","-","-","-","-","-","-","-","v Australia","Sydney","23 Jan 2016","ODI # 3727","MS Dhoni ",28081
"6244","-","-","-","-","-","-","-","v Zimbabwe","Harare","11 Jun 2016","ODI # 3742","MS Dhoni ",28081
"6245","-","-","-","-","-","-","-","v Zimbabwe","Harare","13 Jun 2016","ODI # 3744","MS Dhoni ",28081
"6246","-","-","-","-","-","-","-","v Zimbabwe","Harare","15 Jun 2016","ODI # 3746","MS Dhoni ",28081
"6247","-","-","-","-","-","-","-","v New Zealand","Dharamsala","16 Oct 2016","ODI # 3796","MS Dhoni ",28081
"6248","-","-","-","-","-","-","-","v New Zealand","Delhi","20 Oct 2016","ODI # 3797","MS Dhoni ",28081
"6249","-","-","-","-","-","-","-","v New Zealand","Mohali","23 Oct 2016","ODI # 3798","MS Dhoni ",28081
"6250","-","-","-","-","-","-","-","v New Zealand","Ranchi","26 Oct 2016","ODI # 3799","MS Dhoni ",28081
"6251","-","-","-","-","-","-","-","v New Zealand","Visakhapatnam","29 Oct 2016","ODI # 3800","MS Dhoni ",28081
"6252","-","-","-","-","-","-","-","v England","Pune","15 Jan 2017","ODI # 3819","MS Dhoni ",28081
"6253","-","-","-","-","-","-","-","v England","Cuttack","19 Jan 2017","ODI # 3821","MS Dhoni ",28081
"6254","-","-","-","-","-","-","-","v England","Kolkata","22 Jan 2017","ODI # 3824","MS Dhoni ",28081
"6255","-","-","-","-","-","-","-","v Pakistan","Birmingham","4 Jun 2017","ODI # 3878","MS Dhoni ",28081
"6256","-","-","-","-","-","-","-","v Sri Lanka","The Oval","8 Jun 2017","ODI # 3882","MS Dhoni ",28081
"6257","-","-","-","-","-","-","-","v South Africa","The Oval","11 Jun 2017","ODI # 3886","MS Dhoni ",28081
"6258","-","-","-","-","-","-","-","v Bangladesh","Birmingham","15 Jun 2017","ODI # 3891","MS Dhoni ",28081
"6259","-","-","-","-","-","-","-","v Pakistan","The Oval","18 Jun 2017","ODI # 3894","MS Dhoni ",28081
"6260","-","-","-","-","-","-","-","v West Indies","Port of Spain","23 Jun 2017","ODI # 3895","MS Dhoni ",28081
"6261","-","-","-","-","-","-","-","v West Indies","Port of Spain","25 Jun 2017","ODI # 3896","MS Dhoni ",28081
"6262","-","-","-","-","-","-","-","v West Indies","North Sound","30 Jun 2017","ODI # 3898","MS Dhoni ",28081
"6263","-","-","-","-","-","-","-","v West Indies","North Sound","2 Jul 2017","ODI # 3900","MS Dhoni ",28081
"6264","-","-","-","-","-","-","-","v West Indies","Kingston","6 Jul 2017","ODI # 3902","MS Dhoni ",28081
"6265","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2017","ODI # 3905","MS Dhoni ",28081
"6266","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","24 Aug 2017","ODI # 3906","MS Dhoni ",28081
"6267","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","27 Aug 2017","ODI # 3907","MS Dhoni ",28081
"6268","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","31 Aug 2017","ODI # 3908","MS Dhoni ",28081
"6269","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","3 Sep 2017","ODI # 3909","MS Dhoni ",28081
"6270","-","-","-","-","-","-","-","v Australia","Chennai","17 Sep 2017","ODI # 3910","MS Dhoni ",28081
"6271","-","-","-","-","-","-","-","v Australia","Kolkata","21 Sep 2017","ODI # 3912","MS Dhoni ",28081
"6272","-","-","-","-","-","-","-","v Australia","Indore","24 Sep 2017","ODI # 3914","MS Dhoni ",28081
"6273","-","-","-","-","-","-","-","v Australia","Bengaluru","28 Sep 2017","ODI # 3917","MS Dhoni ",28081
"6274","-","-","-","-","-","-","-","v Australia","Nagpur","1 Oct 2017","ODI # 3919","MS Dhoni ",28081
"6275","-","-","-","-","-","-","-","v New Zealand","Mumbai","22 Oct 2017","ODI # 3928","MS Dhoni ",28081
"6276","-","-","-","-","-","-","-","v New Zealand","Pune","25 Oct 2017","ODI # 3931","MS Dhoni ",28081
"6277","-","-","-","-","-","-","-","v New Zealand","Kanpur","29 Oct 2017","ODI # 3932","MS Dhoni ",28081
"6278","-","-","-","-","-","-","-","v Sri Lanka","Dharamsala","10 Dec 2017","ODI # 3939","MS Dhoni ",28081
"6279","-","-","-","-","-","-","-","v Sri Lanka","Mohali","13 Dec 2017","ODI # 3941","MS Dhoni ",28081
"6280","-","-","-","-","-","-","-","v Sri Lanka","Visakhapatnam","17 Dec 2017","ODI # 3942","MS Dhoni ",28081
"6281","-","-","-","-","-","-","-","v South Africa","Durban","1 Feb 2018","ODI # 3969","MS Dhoni ",28081
"6282","-","-","-","-","-","-","-","v South Africa","Centurion","4 Feb 2018","ODI # 3970","MS Dhoni ",28081
"6283","-","-","-","-","-","-","-","v South Africa","Cape Town","7 Feb 2018","ODI # 3971","MS Dhoni ",28081
"6284","-","-","-","-","-","-","-","v South Africa","Johannesburg","10 Feb 2018","ODI # 3973","MS Dhoni ",28081
"6285","-","-","-","-","-","-","-","v South Africa","Port Elizabeth","13 Feb 2018","ODI # 3976","MS Dhoni ",28081
"6286","-","-","-","-","-","-","-","v South Africa","Centurion","16 Feb 2018","ODI # 3978","MS Dhoni ",28081
"6287","-","-","-","-","-","-","-","v England","Nottingham","12 Jul 2018","ODI # 4014","MS Dhoni ",28081
"6288","-","-","-","-","-","-","-","v England","Lord's","14 Jul 2018","ODI # 4016","MS Dhoni ",28081
"6289","-","-","-","-","-","-","-","v England","Leeds","17 Jul 2018","ODI # 4018","MS Dhoni ",28081
"6290","-","-","-","-","-","-","-","v Hong Kong","Dubai (DSC)","18 Sep 2018","ODI # 4039","MS Dhoni ",28081
"6291","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","19 Sep 2018","ODI # 4040","MS Dhoni ",28081
"6292","-","-","-","-","-","-","-","v Bangladesh","Dubai (DSC)","21 Sep 2018","ODI # 4042","MS Dhoni ",28081
"6293","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","23 Sep 2018","ODI # 4044","MS Dhoni ",28081
"6294","-","-","-","-","-","-","-","v Afghanistan","Dubai (DSC)","25 Sep 2018","ODI # 4046","MS Dhoni ",28081
"6295","-","-","-","-","-","-","-","v Bangladesh","Dubai (DSC)","28 Sep 2018","ODI # 4048","MS Dhoni ",28081
"6296","-","-","-","-","-","-","-","v West Indies","Guwahati","21 Oct 2018","ODI # 4056","MS Dhoni ",28081
"6297","-","-","-","-","-","-","-","v West Indies","Visakhapatnam","24 Oct 2018","ODI # 4059","MS Dhoni ",28081
"6298","-","-","-","-","-","-","-","v West Indies","Pune","27 Oct 2018","ODI # 4062","MS Dhoni ",28081
"6299","-","-","-","-","-","-","-","v West Indies","Mumbai (BS)","29 Oct 2018","ODI # 4063","MS Dhoni ",28081
"6300","-","-","-","-","-","-","-","v West Indies","Thiruvananthapuram","1 Nov 2018","ODI # 4064","MS Dhoni ",28081
"6301","-","-","-","-","-","-","-","v Australia","Sydney","12 Jan 2019","ODI # 4077","MS Dhoni ",28081
"6302","-","-","-","-","-","-","-","v Australia","Adelaide","15 Jan 2019","ODI # 4078","MS Dhoni ",28081
"6303","-","-","-","-","-","-","-","v Australia","Melbourne","18 Jan 2019","ODI # 4079","MS Dhoni ",28081
"6304","-","-","-","-","-","-","-","v New Zealand","Napier","23 Jan 2019","ODI # 4082","MS Dhoni ",28081
"6305","-","-","-","-","-","-","-","v New Zealand","Mount Maunganui","26 Jan 2019","ODI # 4085","MS Dhoni ",28081
"6306","-","-","-","-","-","-","-","v New Zealand","Wellington","3 Feb 2019","ODI # 4092","MS Dhoni ",28081
"6307","-","-","-","-","-","-","-","v Australia","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","MS Dhoni ",28081
"6308","-","-","-","-","-","-","-","v Australia","Nagpur","5 Mar 2019","ODI # 4106","MS Dhoni ",28081
"6309","-","-","-","-","-","-","-","v Australia","Ranchi","8 Mar 2019","ODI # 4109","MS Dhoni ",28081
"6310","6.0","0","23","0","3.83","-","-","v Australia","Melbourne","18 Jan 2019","ODI # 4079","Vijay Shankar",477021
"6311","4.0","0","19","0","4.75","-","-","v New Zealand","Napier","23 Jan 2019","ODI # 4082","Vijay Shankar",477021
"6312","2.0","0","17","0","8.50","-","-","v New Zealand","Mount Maunganui","26 Jan 2019","ODI # 4085","Vijay Shankar",477021
"6313","4.0","0","19","0","4.75","-","-","v New Zealand","Wellington","3 Feb 2019","ODI # 4092","Vijay Shankar",477021
"6314","3.0","0","22","0","7.33","-","-","v Australia","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","Vijay Shankar",477021
"6315","1.3","0","15","2","10.00","7.50","4.5","v Australia","Nagpur","5 Mar 2019","ODI # 4106","Vijay Shankar",477021
"6316","8.0","0","44","0","5.50","-","-","v Australia","Ranchi","8 Mar 2019","ODI # 4109","Vijay Shankar",477021
"6317","5.0","0","29","0","5.80","-","-","v Australia","Mohali","10 Mar 2019","ODI # 4111","Vijay Shankar",477021
"6318","-","-","-","-","-","-","-","v Australia","Delhi","13 Mar 2019","ODI # 4113","Vijay Shankar",477021
"6319","-","-","-","-","-","-","-","v Zimbabwe","Harare","11 Jun 2016","ODI # 3742","K. L. Rahul",422108
"6320","-","-","-","-","-","-","-","v Zimbabwe","Harare","13 Jun 2016","ODI # 3744","K. L. Rahul",422108
"6321","-","-","-","-","-","-","-","v Zimbabwe","Harare","15 Jun 2016","ODI # 3746","K. L. Rahul",422108
"6322","-","-","-","-","-","-","-","v England","Pune","15 Jan 2017","ODI # 3819","K. L. Rahul",422108
"6323","-","-","-","-","-","-","-","v England","Cuttack","19 Jan 2017","ODI # 3821","K. L. Rahul",422108
"6324","-","-","-","-","-","-","-","v England","Kolkata","22 Jan 2017","ODI # 3824","K. L. Rahul",422108
"6325","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2017","ODI # 3905","K. L. Rahul",422108
"6326","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","24 Aug 2017","ODI # 3906","K. L. Rahul",422108
"6327","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","27 Aug 2017","ODI # 3907","K. L. Rahul",422108
"6328","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","31 Aug 2017","ODI # 3908","K. L. Rahul",422108
"6329","-","-","-","-","-","-","-","v England","Nottingham","12 Jul 2018","ODI # 4014","K. L. Rahul",422108
"6330","-","-","-","-","-","-","-","v England","Lord's","14 Jul 2018","ODI # 4016","K. L. Rahul",422108
"6331","-","-","-","-","-","-","-","v Afghanistan","Dubai (DSC)","25 Sep 2018","ODI # 4046","K. L. Rahul",422108
"6332","-","-","-","-","-","-","-","v Australia","Mohali","10 Mar 2019","ODI # 4111","K. L. Rahul",422108
"6333","-","-","-","-","-","-","-","v Australia","Visakhapatnam","20 Oct 2010","ODI # 3060","Shikhar Dhawan",28235
"6334","-","-","-","-","-","-","-","v West Indies","Port of Spain","6 Jun 2011","ODI # 3159","Shikhar Dhawan",28235
"6335","-","-","-","-","-","-","-","v West Indies","Port of Spain","8 Jun 2011","ODI # 3160","Shikhar Dhawan",28235
"6336","-","-","-","-","-","-","-","v West Indies","North Sound","11 Jun 2011","ODI # 3161","Shikhar Dhawan",28235
"6337","-","-","-","-","-","-","-","v West Indies","Kingston","16 Jun 2011","ODI # 3163","Shikhar Dhawan",28235
"6338","-","-","-","-","-","-","-","v South Africa","Cardiff","6 Jun 2013","ODI # 3363","Shikhar Dhawan",28235
"6339","-","-","-","-","-","-","-","v West Indies","The Oval","11 Jun 2013","ODI # 3368","Shikhar Dhawan",28235
"6340","-","-","-","-","-","-","-","v Pakistan","Birmingham","15 Jun 2013","ODI # 3372","Shikhar Dhawan",28235
"6341","-","-","-","-","-","-","-","v Sri Lanka","Cardiff","20 Jun 2013","ODI # 3376","Shikhar Dhawan",28235
"6342","-","-","-","-","-","-","-","v England","Birmingham","23 Jun 2013","ODI # 3377","Shikhar Dhawan",28235
"6343","-","-","-","-","-","-","-","v West Indies","Kingston","30 Jun 2013","ODI # 3380","Shikhar Dhawan",28235
"6344","-","-","-","-","-","-","-","v Sri Lanka","Kingston","2 Jul 2013","ODI # 3382","Shikhar Dhawan",28235
"6345","-","-","-","-","-","-","-","v West Indies","Port of Spain","5 Jul 2013","ODI # 3383","Shikhar Dhawan",28235
"6346","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","9 Jul 2013","ODI # 3387","Shikhar Dhawan",28235
"6347","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","11 Jul 2013","ODI # 3388","Shikhar Dhawan",28235
"6348","-","-","-","-","-","-","-","v Zimbabwe","Harare","24 Jul 2013","ODI # 3395","Shikhar Dhawan",28235
"6349","-","-","-","-","-","-","-","v Zimbabwe","Harare","26 Jul 2013","ODI # 3397","Shikhar Dhawan",28235
"6350","-","-","-","-","-","-","-","v Zimbabwe","Harare","28 Jul 2013","ODI # 3399","Shikhar Dhawan",28235
"6351","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","3 Aug 2013","ODI # 3403","Shikhar Dhawan",28235
"6352","-","-","-","-","-","-","-","v Australia","Pune","13 Oct 2013","ODI # 3419","Shikhar Dhawan",28235
"6353","-","-","-","-","-","-","-","v Australia","Jaipur","16 Oct 2013","ODI # 3420","Shikhar Dhawan",28235
"6354","-","-","-","-","-","-","-","v Australia","Mohali","19 Oct 2013","ODI # 3421","Shikhar Dhawan",28235
"6355","-","-","-","-","-","-","-","v Australia","Ranchi","23 Oct 2013","ODI # 3422","Shikhar Dhawan",28235
"6356","-","-","-","-","-","-","-","v Australia","Nagpur","30 Oct 2013","ODI # 3424","Shikhar Dhawan",28235
"6357","-","-","-","-","-","-","-","v Australia","Bengaluru","2 Nov 2013","ODI # 3428","Shikhar Dhawan",28235
"6358","-","-","-","-","-","-","-","v West Indies","Kochi","21 Nov 2013","ODI # 3436","Shikhar Dhawan",28235
"6359","-","-","-","-","-","-","-","v West Indies","Visakhapatnam","24 Nov 2013","ODI # 3437","Shikhar Dhawan",28235
"6360","-","-","-","-","-","-","-","v West Indies","Kanpur","27 Nov 2013","ODI # 3439","Shikhar Dhawan",28235
"6361","-","-","-","-","-","-","-","v South Africa","Johannesburg","5 Dec 2013","ODI # 3442","Shikhar Dhawan",28235
"6362","-","-","-","-","-","-","-","v South Africa","Durban","8 Dec 2013","ODI # 3443","Shikhar Dhawan",28235
"6363","-","-","-","-","-","-","-","v South Africa","Centurion","11 Dec 2013","ODI # 3444","Shikhar Dhawan",28235
"6364","-","-","-","-","-","-","-","v New Zealand","Napier","19 Jan 2014","ODI # 3456","Shikhar Dhawan",28235
"6365","-","-","-","-","-","-","-","v New Zealand","Hamilton","22 Jan 2014","ODI # 3458","Shikhar Dhawan",28235
"6366","-","-","-","-","-","-","-","v New Zealand","Auckland","25 Jan 2014","ODI # 3462","Shikhar Dhawan",28235
"6367","-","-","-","-","-","-","-","v New Zealand","Wellington","31 Jan 2014","ODI # 3467","Shikhar Dhawan",28235
"6368","-","-","-","-","-","-","-","v Bangladesh","Fatullah","26 Feb 2014","ODI # 3474","Shikhar Dhawan",28235
"6369","-","-","-","-","-","-","-","v Sri Lanka","Fatullah","28 Feb 2014","ODI # 3476","Shikhar Dhawan",28235
"6370","-","-","-","-","-","-","-","v Pakistan","Dhaka","2 Mar 2014","ODI # 3479","Shikhar Dhawan",28235
"6371","-","-","-","-","-","-","-","v Afghanistan","Dhaka","5 Mar 2014","ODI # 3483","Shikhar Dhawan",28235
"6372","-","-","-","-","-","-","-","v England","Cardiff","27 Aug 2014","ODI # 3517","Shikhar Dhawan",28235
"6373","-","-","-","-","-","-","-","v England","Nottingham","30 Aug 2014","ODI # 3520","Shikhar Dhawan",28235
"6374","-","-","-","-","-","-","-","v England","Birmingham","2 Sep 2014","ODI # 3523","Shikhar Dhawan",28235
"6375","-","-","-","-","-","-","-","v England","Leeds","5 Sep 2014","ODI # 3525","Shikhar Dhawan",28235
"6376","-","-","-","-","-","-","-","v West Indies","Kochi","8 Oct 2014","ODI # 3531","Shikhar Dhawan",28235
"6377","-","-","-","-","-","-","-","v West Indies","Delhi","11 Oct 2014","ODI # 3533","Shikhar Dhawan",28235
"6378","-","-","-","-","-","-","-","v West Indies","Dharamsala","17 Oct 2014","ODI # 3535","Shikhar Dhawan",28235
"6379","-","-","-","-","-","-","-","v Sri Lanka","Cuttack","2 Nov 2014","ODI # 3539","Shikhar Dhawan",28235
"6380","-","-","-","-","-","-","-","v Sri Lanka","Ahmedabad","6 Nov 2014","ODI # 3540","Shikhar Dhawan",28235
"6381","-","-","-","-","-","-","-","v Sri Lanka","Hyderabad (Deccan)","9 Nov 2014","ODI # 3543","Shikhar Dhawan",28235
"6382","-","-","-","-","-","-","-","v Australia","Melbourne","18 Jan 2015","ODI # 3582","Shikhar Dhawan",28235
"6383","-","-","-","-","-","-","-","v England","Brisbane","20 Jan 2015","ODI # 3586","Shikhar Dhawan",28235
"6384","-","-","-","-","-","-","-","v Australia","Sydney","26 Jan 2015","ODI # 3592","Shikhar Dhawan",28235
"6385","-","-","-","-","-","-","-","v England","Perth","30 Jan 2015","ODI # 3595","Shikhar Dhawan",28235
"6386","-","-","-","-","-","-","-","v Pakistan","Adelaide","15 Feb 2015","ODI # 3602","Shikhar Dhawan",28235
"6387","-","-","-","-","-","-","-","v South Africa","Melbourne","22 Feb 2015","ODI # 3610","Shikhar Dhawan",28235
"6388","-","-","-","-","-","-","-","v U.A.E.","Perth","28 Feb 2015","ODI # 3618","Shikhar Dhawan",28235
"6389","-","-","-","-","-","-","-","v West Indies","Perth","6 Mar 2015","ODI # 3625","Shikhar Dhawan",28235
"6390","-","-","-","-","-","-","-","v Ireland","Hamilton","10 Mar 2015","ODI # 3631","Shikhar Dhawan",28235
"6391","-","-","-","-","-","-","-","v Zimbabwe","Auckland","14 Mar 2015","ODI # 3636","Shikhar Dhawan",28235
"6392","-","-","-","-","-","-","-","v Bangladesh","Melbourne","19 Mar 2015","ODI # 3641","Shikhar Dhawan",28235
"6393","-","-","-","-","-","-","-","v Australia","Sydney","26 Mar 2015","ODI # 3645","Shikhar Dhawan",28235
"6394","-","-","-","-","-","-","-","v Bangladesh","Dhaka","18 Jun 2015","ODI # 3658","Shikhar Dhawan",28235
"6395","-","-","-","-","-","-","-","v Bangladesh","Dhaka","21 Jun 2015","ODI # 3660","Shikhar Dhawan",28235
"6396","-","-","-","-","-","-","-","v Bangladesh","Dhaka","24 Jun 2015","ODI # 3661","Shikhar Dhawan",28235
"6397","-","-","-","-","-","-","-","v South Africa","Kanpur","11 Oct 2015","ODI # 3689","Shikhar Dhawan",28235
"6398","-","-","-","-","-","-","-","v South Africa","Indore","14 Oct 2015","ODI # 3692","Shikhar Dhawan",28235
"6399","-","-","-","-","-","-","-","v South Africa","Rajkot","18 Oct 2015","ODI # 3695","Shikhar Dhawan",28235
"6400","-","-","-","-","-","-","-","v South Africa","Chennai","22 Oct 2015","ODI # 3698","Shikhar Dhawan",28235
"6401","-","-","-","-","-","-","-","v South Africa","Mumbai","25 Oct 2015","ODI # 3700","Shikhar Dhawan",28235
"6402","-","-","-","-","-","-","-","v Australia","Perth","12 Jan 2016","ODI # 3723","Shikhar Dhawan",28235
"6403","-","-","-","-","-","-","-","v Australia","Brisbane","15 Jan 2016","ODI # 3724","Shikhar Dhawan",28235
"6404","-","-","-","-","-","-","-","v Australia","Melbourne","17 Jan 2016","ODI # 3725","Shikhar Dhawan",28235
"6405","-","-","-","-","-","-","-","v Australia","Canberra","20 Jan 2016","ODI # 3726","Shikhar Dhawan",28235
"6406","-","-","-","-","-","-","-","v Australia","Sydney","23 Jan 2016","ODI # 3727","Shikhar Dhawan",28235
"6407","-","-","-","-","-","-","-","v England","Pune","15 Jan 2017","ODI # 3819","Shikhar Dhawan",28235
"6408","-","-","-","-","-","-","-","v England","Cuttack","19 Jan 2017","ODI # 3821","Shikhar Dhawan",28235
"6409","-","-","-","-","-","-","-","v Pakistan","Birmingham","4 Jun 2017","ODI # 3878","Shikhar Dhawan",28235
"6410","-","-","-","-","-","-","-","v Sri Lanka","The Oval","8 Jun 2017","ODI # 3882","Shikhar Dhawan",28235
"6411","-","-","-","-","-","-","-","v South Africa","The Oval","11 Jun 2017","ODI # 3886","Shikhar Dhawan",28235
"6412","-","-","-","-","-","-","-","v Bangladesh","Birmingham","15 Jun 2017","ODI # 3891","Shikhar Dhawan",28235
"6413","-","-","-","-","-","-","-","v Pakistan","The Oval","18 Jun 2017","ODI # 3894","Shikhar Dhawan",28235
"6414","-","-","-","-","-","-","-","v West Indies","Port of Spain","23 Jun 2017","ODI # 3895","Shikhar Dhawan",28235
"6415","-","-","-","-","-","-","-","v West Indies","Port of Spain","25 Jun 2017","ODI # 3896","Shikhar Dhawan",28235
"6416","-","-","-","-","-","-","-","v West Indies","North Sound","30 Jun 2017","ODI # 3898","Shikhar Dhawan",28235
"6417","-","-","-","-","-","-","-","v West Indies","North Sound","2 Jul 2017","ODI # 3900","Shikhar Dhawan",28235
"6418","-","-","-","-","-","-","-","v West Indies","Kingston","6 Jul 2017","ODI # 3902","Shikhar Dhawan",28235
"6419","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2017","ODI # 3905","Shikhar Dhawan",28235
"6420","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","24 Aug 2017","ODI # 3906","Shikhar Dhawan",28235
"6421","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","27 Aug 2017","ODI # 3907","Shikhar Dhawan",28235
